Country	Year	Animal	SampleOrigin	Pathogen	Species	Nsamples	Compound	Rescom
Croatia	2017	Pig	NA	Ecoli	NA	86	MEM	0
Croatia	2017	Pig	NA	Ecoli	NA	86	TIG	0
Croatia	2017	Pig	NA	Ecoli	NA	86	AZM	0
Croatia	2017	Pig	NA	Ecoli	NA	86	CST	0
Cyprus	2017	Pig	NA	Ecoli	NA	57	CTX	0
Cyprus	2017	Pig	NA	Ecoli	NA	57	CAZ	0
Cyprus	2017	Pig	NA	Ecoli	NA	57	MEM	0
Cyprus	2017	Pig	NA	Ecoli	NA	57	TIG	0
Cyprus	2017	Pig	NA	Ecoli	NA	57	CST	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	180	MEM	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	180	TIG	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	180	CST	0
Denmark	2017	Pig	NA	Ecoli	NA	172	CTX	0
Denmark	2017	Pig	NA	Ecoli	NA	172	CAZ	0
Denmark	2017	Pig	NA	Ecoli	NA	172	MEM	0
Denmark	2017	Pig	NA	Ecoli	NA	172	TIG	0
Denmark	2017	Pig	NA	Ecoli	NA	172	CST	0
Estonia	2017	Pig	NA	Ecoli	NA	67	GEN	0
Estonia	2017	Pig	NA	Ecoli	NA	67	CTX	0
Estonia	2017	Pig	NA	Ecoli	NA	67	CAZ	0
Estonia	2017	Pig	NA	Ecoli	NA	67	MEM	0
Estonia	2017	Pig	NA	Ecoli	NA	67	TIG	0
Estonia	2017	Pig	NA	Ecoli	NA	67	AZM	0
Estonia	2017	Pig	NA	Ecoli	NA	67	CST	0
Finland	2017	Pig	NA	Ecoli	NA	175	GEN	0
Finland	2017	Pig	NA	Ecoli	NA	175	CTX	0
Finland	2017	Pig	NA	Ecoli	NA	175	CAZ	0
Finland	2017	Pig	NA	Ecoli	NA	175	MEM	0
Finland	2017	Pig	NA	Ecoli	NA	175	TIG	0
Finland	2017	Pig	NA	Ecoli	NA	175	CIP	0
Finland	2017	Pig	NA	Ecoli	NA	175	AZM	0
Finland	2017	Pig	NA	Ecoli	NA	175	CST	0
France	2017	Pig	NA	Ecoli	NA	214	CTX	0
France	2017	Pig	NA	Ecoli	NA	214	CAZ	0
France	2017	Pig	NA	Ecoli	NA	214	MEM	0
France	2017	Pig	NA	Ecoli	NA	214	TIG	0
France	2017	Pig	NA	Ecoli	NA	214	CST	0
Germany	2017	Pig	NA	Ecoli	NA	227	MEM	0
Germany	2017	Pig	NA	Ecoli	NA	227	TIG	0
Greece	2017	Pig	NA	Ecoli	NA	170	MEM	0
Greece	2017	Pig	NA	Ecoli	NA	170	TIG	0
Hungary	2017	Pig	NA	Ecoli	NA	170	MEM	0
Hungary	2017	Pig	NA	Ecoli	NA	170	TIG	0
Ireland	2017	Pig	NA	Ecoli	NA	203	MEM	0
Ireland	2017	Pig	NA	Ecoli	NA	203	TIG	0
Ireland	2017	Pig	NA	Ecoli	NA	203	AZM	0
Ireland	2017	Pig	NA	Ecoli	NA	203	CST	0
Italy	2017	Pig	NA	Ecoli	NA	170	MEM	0
Italy	2017	Pig	NA	Ecoli	NA	170	TIG	0
Latvia	2017	Pig	NA	Ecoli	NA	149	MEM	0
Latvia	2017	Pig	NA	Ecoli	NA	149	TIG	0
Latvia	2017	Pig	NA	Ecoli	NA	149	AZM	0
Latvia	2017	Pig	NA	Ecoli	NA	149	CST	0
Lithuania	2017	Pig	NA	Ecoli	NA	99	CTX	0
Lithuania	2017	Pig	NA	Ecoli	NA	99	CAZ	0
Lithuania	2017	Pig	NA	Ecoli	NA	99	MEM	0
Lithuania	2017	Pig	NA	Ecoli	NA	99	TIG	0
Lithuania	2017	Pig	NA	Ecoli	NA	99	AZM	0
Luxembourg	2017	Pig	NA	Ecoli	NA	44	GEN	0
Luxembourg	2017	Pig	NA	Ecoli	NA	44	MEM	0
Luxembourg	2017	Pig	NA	Ecoli	NA	44	TIG	0
Luxembourg	2017	Pig	NA	Ecoli	NA	44	AZM	0
Luxembourg	2017	Pig	NA	Ecoli	NA	44	CST	0
Malta	2017	Pig	NA	Ecoli	NA	74	CTX	0
Malta	2017	Pig	NA	Ecoli	NA	74	MEM	0
Malta	2017	Pig	NA	Ecoli	NA	74	TIG	0
Malta	2017	Pig	NA	Ecoli	NA	74	AZM	0
Malta	2017	Pig	NA	Ecoli	NA	74	CST	0
Netherlands	2017	Pig	NA	Ecoli	NA	300	MEM	0
Netherlands	2017	Pig	NA	Ecoli	NA	300	TIG	0
Netherlands	2017	Pig	NA	Ecoli	NA	300	CST	0
Poland	2017	Pig	NA	Ecoli	NA	213	MEM	0
Poland	2017	Pig	NA	Ecoli	NA	213	TIG	0
Poland	2017	Pig	NA	Ecoli	NA	213	AZM	0
Poland	2017	Pig	NA	Ecoli	NA	213	CST	0
Portugal	2017	Pig	NA	Ecoli	NA	142	MEM	0
Portugal	2017	Pig	NA	Ecoli	NA	142	TIG	0
Romania	2017	Pig	NA	Ecoli	NA	170	MEM	0
Romania	2017	Pig	NA	Ecoli	NA	170	TIG	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	GEN	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	CTX	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	CAZ	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	MEM	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	TIG	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	AZM	0
Slovakia	2017	Pig	NA	Ecoli	NA	85	CST	0
Slovenia	2017	Pig	NA	Ecoli	NA	85	GEN	0
Slovenia	2017	Pig	NA	Ecoli	NA	85	MEM	0
Slovenia	2017	Pig	NA	Ecoli	NA	85	TIG	0
Slovenia	2017	Pig	NA	Ecoli	NA	85	AZM	0
Slovenia	2017	Pig	NA	Ecoli	NA	85	CST	0
Spain	2017	Pig	NA	Ecoli	NA	170	MEM	0
Spain	2017	Pig	NA	Ecoli	NA	170	TIG	0
Sweden	2017	Pig	NA	Ecoli	NA	140	GEN	0
Sweden	2017	Pig	NA	Ecoli	NA	140	CTX	0
Sweden	2017	Pig	NA	Ecoli	NA	140	CAZ	0
Sweden	2017	Pig	NA	Ecoli	NA	140	MEM	0
Sweden	2017	Pig	NA	Ecoli	NA	140	TIG	0
Sweden	2017	Pig	NA	Ecoli	NA	140	NAL	0
Sweden	2017	Pig	NA	Ecoli	NA	140	CIP	0
Sweden	2017	Pig	NA	Ecoli	NA	140	AZM	0
Sweden	2017	Pig	NA	Ecoli	NA	140	CST	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	CTX	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	CAZ	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	MEM	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	TIG	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	AZM	0
United_Kingdom	2017	Pig	NA	Ecoli	NA	186	CST	0
Total	2017	Pig	NA	Ecoli	NA	4205	MEM	0
Total	2017	Pig	NA	Ecoli	NA	4205	TIG	0
Iceland	2017	Pig	NA	Ecoli	NA	68	GEN	0
Iceland	2017	Pig	NA	Ecoli	NA	68	CTX	0
Iceland	2017	Pig	NA	Ecoli	NA	68	CAZ	0
Iceland	2017	Pig	NA	Ecoli	NA	68	MEM	0
Iceland	2017	Pig	NA	Ecoli	NA	68	TIG	0
Iceland	2017	Pig	NA	Ecoli	NA	68	AZM	0
Iceland	2017	Pig	NA	Ecoli	NA	68	CST	0
Norway	2017	Pig	NA	Ecoli	NA	304	CTX	0
Norway	2017	Pig	NA	Ecoli	NA	304	CAZ	0
Norway	2017	Pig	NA	Ecoli	NA	304	MEM	0
Norway	2017	Pig	NA	Ecoli	NA	304	TIG	0
Norway	2017	Pig	NA	Ecoli	NA	304	NAL	0
Norway	2017	Pig	NA	Ecoli	NA	304	CIP	0
Norway	2017	Pig	NA	Ecoli	NA	304	AZM	0
Norway	2017	Pig	NA	Ecoli	NA	304	CST	0
Switzerland	2017	Pig	NA	Ecoli	NA	197	CTX	0
Switzerland	2017	Pig	NA	Ecoli	NA	197	CAZ	0
Switzerland	2017	Pig	NA	Ecoli	NA	197	MEM	0
Switzerland	2017	Pig	NA	Ecoli	NA	197	TIG	0
Switzerland	2017	Pig	NA	Ecoli	NA	197	CST	0
Austria	2017	Pig	NA	Ecoli	NA	3	TEM	0
Austria	2017	Pig	NA	Ecoli	NA	3	MEM	0
Austria	2017	Pig	NA	Ecoli	NA	3	ERT	0
Austria	2017	Pig	NA	Ecoli	NA	3	IPM	0
Belgium	2017	Pig	NA	Ecoli	NA	15	TEM	0
Belgium	2017	Pig	NA	Ecoli	NA	15	FOX	0
Belgium	2017	Pig	NA	Ecoli	NA	15	MEM	0
Belgium	2017	Pig	NA	Ecoli	NA	15	ERT	0
Belgium	2017	Pig	NA	Ecoli	NA	15	IPM	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	TEM	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	CTX	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	CAZ	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	FOX	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	FEP	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	MEM	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	ERT	0
Cyprus	2017	Pig	NA	Ecoli	NA	1	IPM	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	5	TEM	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	5	MEM	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	5	ERT	0
Czech_Republic	2017	Pig	NA	Ecoli	NA	5	IPM	0
Germany	2017	Pig	NA	Ecoli	NA	5	CAZ	0
Germany	2017	Pig	NA	Ecoli	NA	5	MEM	0
Germany	2017	Pig	NA	Ecoli	NA	5	ERT	0
Germany	2017	Pig	NA	Ecoli	NA	5	IPM	0
Greece	2017	Pig	NA	Ecoli	NA	1	TEM	0
Greece	2017	Pig	NA	Ecoli	NA	1	FOX	0
Greece	2017	Pig	NA	Ecoli	NA	1	MEM	0
Greece	2017	Pig	NA	Ecoli	NA	1	ERT	0
Greece	2017	Pig	NA	Ecoli	NA	1	IPM	0
Hungary	2017	Pig	NA	Ecoli	NA	2	TEM	0
Hungary	2017	Pig	NA	Ecoli	NA	2	MEM	0
Hungary	2017	Pig	NA	Ecoli	NA	2	ERT	0
Hungary	2017	Pig	NA	Ecoli	NA	2	IPM	0
Ireland	2017	Pig	NA	Ecoli	NA	3	TEM	0
Ireland	2017	Pig	NA	Ecoli	NA	3	MEM	0
Ireland	2017	Pig	NA	Ecoli	NA	3	ERT	0
Ireland	2017	Pig	NA	Ecoli	NA	3	IPM	0
Italy	2017	Pig	NA	Ecoli	NA	2	TEM	0
Italy	2017	Pig	NA	Ecoli	NA	2	FEP	0
Italy	2017	Pig	NA	Ecoli	NA	2	MEM	0
Italy	2017	Pig	NA	Ecoli	NA	2	ERT	0
Italy	2017	Pig	NA	Ecoli	NA	2	IPM	0
Latvia	2017	Pig	NA	Ecoli	NA	1	TEM	0
Latvia	2017	Pig	NA	Ecoli	NA	1	FOX	0
Latvia	2017	Pig	NA	Ecoli	NA	1	MEM	0
Latvia	2017	Pig	NA	Ecoli	NA	1	ERT	0
Latvia	2017	Pig	NA	Ecoli	NA	1	IPM	0
Malta	2017	Pig	NA	Ecoli	NA	1	TEM	0
Malta	2017	Pig	NA	Ecoli	NA	1	CTX	0
Malta	2017	Pig	NA	Ecoli	NA	1	CAZ	0
Malta	2017	Pig	NA	Ecoli	NA	1	FOX	0
Malta	2017	Pig	NA	Ecoli	NA	1	FEP	0
Malta	2017	Pig	NA	Ecoli	NA	1	MEM	0
Malta	2017	Pig	NA	Ecoli	NA	1	ERT	0
Malta	2017	Pig	NA	Ecoli	NA	1	IPM	0
Netherlands	2017	Pig	NA	Ecoli	NA	1	TEM	0
Netherlands	2017	Pig	NA	Ecoli	NA	1	FOX	0
Netherlands	2017	Pig	NA	Ecoli	NA	1	MEM	0
Netherlands	2017	Pig	NA	Ecoli	NA	1	ERT	0
Netherlands	2017	Pig	NA	Ecoli	NA	1	IPM	0
Poland	2017	Pig	NA	Ecoli	NA	4	TEM	0
Poland	2017	Pig	NA	Ecoli	NA	4	MEM	0
Poland	2017	Pig	NA	Ecoli	NA	4	IPM	0
Portugal	2017	Pig	NA	Ecoli	NA	5	TEM	0
Portugal	2017	Pig	NA	Ecoli	NA	5	FOX	0
Portugal	2017	Pig	NA	Ecoli	NA	5	MEM	0
Portugal	2017	Pig	NA	Ecoli	NA	5	ERT	0
Portugal	2017	Pig	NA	Ecoli	NA	5	IPM	0
Romania	2017	Pig	NA	Ecoli	NA	4	TEM	0
Romania	2017	Pig	NA	Ecoli	NA	4	MEM	0
Romania	2017	Pig	NA	Ecoli	NA	4	ERT	0
Romania	2017	Pig	NA	Ecoli	NA	4	IPM	0
Slovenia	2017	Pig	NA	Ecoli	NA	3	TEM	0
Slovenia	2017	Pig	NA	Ecoli	NA	3	MEM	0
Slovenia	2017	Pig	NA	Ecoli	NA	3	ERT	0
Slovenia	2017	Pig	NA	Ecoli	NA	3	IPM	0
Spain	2017	Pig	NA	Ecoli	NA	5	TEM	0
Spain	2017	Pig	NA	Ecoli	NA	5	MEM	0
Spain	2017	Pig	NA	Ecoli	NA	5	ERT	0
Spain	2017	Pig	NA	Ecoli	NA	5	IPM	0
Total	2017	Pig	NA	Ecoli	NA	61	TEM	0
Total	2017	Pig	NA	Ecoli	NA	61	MEM	0
Total	2017	Pig	NA	Ecoli	NA	61	IPM	0
Belgium	2017	Cattle	NA	Ecoli	NA	120	MEM	0
Belgium	2017	Cattle	NA	Ecoli	NA	120	CST	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	GEN	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	CTX	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	CAZ	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	MEM	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	TIG	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	AZM	0
Netherlands	2017	Cattle	NA	Ecoli	NA	292	CST	0
Total	2017	Cattle	NA	Ecoli	NA	412	MEM	0
Total	2017	Cattle	NA	Ecoli	NA	412	CST	0
Austria	2017	Cattle	NA	Ecoli	NA	181	CAZ	0
Austria	2017	Cattle	NA	Ecoli	NA	181	MEM	0
Austria	2017	Cattle	NA	Ecoli	NA	181	TIG	0
Austria	2017	Cattle	NA	Ecoli	NA	181	AZM	0
Austria	2017	Cattle	NA	Ecoli	NA	181	CST	0
Belgium	2017	Cattle	NA	Ecoli	NA	185	MEM	0
Belgium	2017	Cattle	NA	Ecoli	NA	185	TIG	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	CTX	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	CAZ	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	MEM	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	TIG	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	AZM	0
Croatia	2017	Cattle	NA	Ecoli	NA	85	CST	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	MEM	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	TIG	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	NAL	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	CIP	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	AZM	0
Denmark	2017	Cattle	NA	Ecoli	NA	181	CST	0
France	2017	Cattle	NA	Ecoli	NA	200	CTX	0
France	2017	Cattle	NA	Ecoli	NA	200	CAZ	0
France	2017	Cattle	NA	Ecoli	NA	200	MEM	0
France	2017	Cattle	NA	Ecoli	NA	200	TIG	0
Germany	2017	Cattle	NA	Ecoli	NA	242	MEM	0
Germany	2017	Cattle	NA	Ecoli	NA	242	TIG	0
Italy	2017	Cattle	NA	Ecoli	NA	170	MEM	0
Italy	2017	Cattle	NA	Ecoli	NA	170	TIG	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	CTX	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	CAZ	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	MEM	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	TIG	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	AZM	0
Netherlands	2017	Cattle	NA	Ecoli	NA	301	CST	0
Portugal	2017	Cattle	NA	Ecoli	NA	181	MEM	0
Portugal	2017	Cattle	NA	Ecoli	NA	181	TIG	0
Portugal	2017	Cattle	NA	Ecoli	NA	181	AZM	0
Portugal	2017	Cattle	NA	Ecoli	NA	181	CST	0
Spain	2017	Cattle	NA	Ecoli	NA	167	MEM	0
Spain	2017	Cattle	NA	Ecoli	NA	167	TIG	0
Spain	2017	Cattle	NA	Ecoli	NA	167	CST	0
Total	2017	Cattle	NA	Ecoli	NA	1893	MEM	0
Total	2017	Cattle	NA	Ecoli	NA	1893	TIG	0
Norway	2017	Cattle	NA	Ecoli	NA	296	MEM	0
Norway	2017	Cattle	NA	Ecoli	NA	296	TIG	0
Norway	2017	Cattle	NA	Ecoli	NA	296	NAL	0
Norway	2017	Cattle	NA	Ecoli	NA	296	CIP	0
Norway	2017	Cattle	NA	Ecoli	NA	296	AZM	0
Norway	2017	Cattle	NA	Ecoli	NA	296	CST	0
Norway	2017	Cattle	NA	Ecoli	NA	296	TMP	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	CTX	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	CAZ	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	MEM	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	TIG	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	AZM	0
Switzerland	2017	Cattle	NA	Ecoli	NA	194	CST	0
Austria	2017	Cattle	NA	Ecoli	NA	2	TEM	0
Austria	2017	Cattle	NA	Ecoli	NA	2	CAZ	0
Austria	2017	Cattle	NA	Ecoli	NA	2	FOX	0
Austria	2017	Cattle	NA	Ecoli	NA	2	MEM	0
Austria	2017	Cattle	NA	Ecoli	NA	2	ERT	0
Austria	2017	Cattle	NA	Ecoli	NA	2	IPM	0
Belgium	2017	Cattle	NA	Ecoli	NA	6	TEM	0
Belgium	2017	Cattle	NA	Ecoli	NA	5	FOX	0
Belgium	2017	Cattle	NA	Ecoli	NA	5	MEM	0
Belgium	2017	Cattle	NA	Ecoli	NA	5	ERT	0
Belgium	2017	Cattle	NA	Ecoli	NA	5	IPM	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	TEM	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	FOX	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	FEP	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	MEM	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	ERT	0
Denmark	2017	Cattle	NA	Ecoli	NA	1	IPM	0
Germany	2017	Cattle	NA	Ecoli	NA	5	TEM	0
Germany	2017	Cattle	NA	Ecoli	NA	5	MEM	0
Germany	2017	Cattle	NA	Ecoli	NA	5	ERT	0
Germany	2017	Cattle	NA	Ecoli	NA	5	IPM	0
Italy	2017	Cattle	NA	Ecoli	NA	9	MEM	0
Italy	2017	Cattle	NA	Ecoli	NA	9	ERT	0
Italy	2017	Cattle	NA	Ecoli	NA	9	IPM	0
Portugal	2017	Cattle	NA	Ecoli	NA	6	TEM	0
Portugal	2017	Cattle	NA	Ecoli	NA	6	MEM	0
Portugal	2017	Cattle	NA	Ecoli	NA	6	ERT	0
Portugal	2017	Cattle	NA	Ecoli	NA	6	IPM	0
Spain	2017	Cattle	NA	Ecoli	NA	2	TEM	0
Spain	2017	Cattle	NA	Ecoli	NA	2	MEM	0
Spain	2017	Cattle	NA	Ecoli	NA	2	ERT	0
Spain	2017	Cattle	NA	Ecoli	NA	2	IPM	0
Total	2017	Cattle	NA	Ecoli	NA	31	TEM	0
Total	2017	Cattle	NA	Ecoli	NA	31	MEM	0
Total	2017	Cattle	NA	Ecoli	NA	31	ERT	0
Total	2017	Cattle	NA	Ecoli	NA	31	IPM	0
Norway	2017	Cattle	NA	Ecoli	NA	2	TEM	0
Norway	2017	Cattle	NA	Ecoli	NA	2	MEM	0
Norway	2017	Cattle	NA	Ecoli	NA	2	ERT	0
Norway	2017	Cattle	NA	Ecoli	NA	2	IPM	0
Austria	2018	Chicken	NA	Campylobacter	coli	82	GEN	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	GEN	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	STR	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	NAL	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	CIP	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	ERY	0
Estonia	2018	Chicken	NA	Campylobacter	coli	1	TET	0
Netherlands	2018	Chicken	NA	Campylobacter	coli	62	GEN	0
Slovenia	2018	Chicken	NA	Campylobacter	coli	30	ERY	0
Czech_Republic	2018	Chicken	NA	Campylobacter	lari	1	GEN	0
Czech_Republic	2018	Chicken	NA	Campylobacter	lari	1	STR	0
Czech_Republic	2018	Chicken	NA	Campylobacter	lari	1	ERY	0
Czech_Republic	2018	Chicken	NA	Campylobacter	lari	1	TET	0
Austria	2018	Turkey	NA	Campylobacter	jejuni	64	GEN	0
Austria	2018	Turkey	NA	Campylobacter	jejuni	64	ERY	0
France	2018	Turkey	NA	Campylobacter	jejuni	183	GEN	0
France	2018	Turkey	NA	Campylobacter	jejuni	183	ERY	0
Germany	2018	Turkey	NA	Campylobacter	jejuni	120	GEN	0
Germany	2018	Turkey	NA	Campylobacter	jejuni	120	ERY	0
Hungary	2018	Turkey	NA	Campylobacter	jejuni	149	GEN	0
Hungary	2018	Turkey	NA	Campylobacter	jejuni	149	ERY	0
Italy	2018	Turkey	NA	Campylobacter	jejuni	170	GEN	0
Poland	2018	Turkey	NA	Campylobacter	jejuni	174	ERY	0
Portugal	2018	Turkey	NA	Campylobacter	jejuni	26	GEN	0
Romania	2018	Turkey	NA	Campylobacter	jejuni	7	GEN	0
Romania	2018	Turkey	NA	Campylobacter	jejuni	7	STR	0
Romania	2018	Turkey	NA	Campylobacter	jejuni	7	ERY	0
Spain	2018	Turkey	NA	Campylobacter	jejuni	107	GEN	0
United_Kingdom	2018	Turkey	NA	Campylobacter	jejuni	174	GEN	0
Norway	2018	Turkey	NA	Campylobacter	jejuni	16	GEN	0
Norway	2018	Turkey	NA	Campylobacter	jejuni	16	ERY	0
Norway	2018	Turkey	NA	Campylobacter	jejuni	16	TET	0
Austria	2018	Chicken	NA	Campylobacter	jejuni	177	GEN	0
Austria	2018	Chicken	NA	Campylobacter	jejuni	177	ERY	0
Croatia	2018	Chicken	NA	Campylobacter	jejuni	85	GEN	0
Croatia	2018	Chicken	NA	Campylobacter	jejuni	85	ERY	0
Cyprus	2018	Chicken	NA	Campylobacter	jejuni	79	GEN	0
Cyprus	2018	Chicken	NA	Campylobacter	jejuni	79	ERY	0
Denmark	2018	Chicken	NA	Campylobacter	jejuni	195	GEN	0
Denmark	2018	Chicken	NA	Campylobacter	jejuni	195	ERY	0
Estonia	2018	Chicken	NA	Campylobacter	jejuni	3	GEN	0
Estonia	2018	Chicken	NA	Campylobacter	jejuni	3	STR	0
Estonia	2018	Chicken	NA	Campylobacter	jejuni	3	ERY	0
Finland	2018	Chicken	NA	Campylobacter	jejuni	55	GEN	0
Finland	2018	Chicken	NA	Campylobacter	jejuni	55	STR	0
Finland	2018	Chicken	NA	Campylobacter	jejuni	55	ERY	0
Finland	2018	Chicken	NA	Campylobacter	jejuni	55	TET	0
France	2018	Chicken	NA	Campylobacter	jejuni	174	GEN	0
France	2018	Chicken	NA	Campylobacter	jejuni	174	ERY	0
Greece	2018	Chicken	NA	Campylobacter	jejuni	117	GEN	0
Greece	2018	Chicken	NA	Campylobacter	jejuni	117	ERY	0
Hungary	2018	Chicken	NA	Campylobacter	jejuni	170	GEN	0
Hungary	2018	Chicken	NA	Campylobacter	jejuni	170	ERY	0
Ireland	2018	Chicken	NA	Campylobacter	jejuni	172	GEN	0
Ireland	2018	Chicken	NA	Campylobacter	jejuni	172	STR	0
Ireland	2018	Chicken	NA	Campylobacter	jejuni	172	ERY	0
Italy	2018	Chicken	NA	Campylobacter	jejuni	170	GEN	0
Latvia	2018	Chicken	NA	Campylobacter	jejuni	64	GEN	0
Latvia	2018	Chicken	NA	Campylobacter	jejuni	64	ERY	0
Lithuania	2018	Chicken	NA	Campylobacter	jejuni	85	GEN	0
Lithuania	2018	Chicken	NA	Campylobacter	jejuni	85	ERY	0
Netherlands	2018	Chicken	NA	Campylobacter	jejuni	156	GEN	0
Netherlands	2018	Chicken	NA	Campylobacter	jejuni	156	ERY	0
Poland	2018	Chicken	NA	Campylobacter	jejuni	178	ERY	0
Portugal	2018	Chicken	NA	Campylobacter	jejuni	122	GEN	0
Romania	2018	Chicken	NA	Campylobacter	jejuni	338	GEN	0
Slovenia	2018	Chicken	NA	Campylobacter	jejuni	85	GEN	0
Slovenia	2018	Chicken	NA	Campylobacter	jejuni	85	ERY	0
Spain	2018	Chicken	NA	Campylobacter	jejuni	157	ERY	0
Sweden	2018	Chicken	NA	Campylobacter	jejuni	174	GEN	0
Sweden	2018	Chicken	NA	Campylobacter	jejuni	174	ERY	0
Iceland	2018	Chicken	NA	Campylobacter	jejuni	14	GEN	0
Iceland	2018	Chicken	NA	Campylobacter	jejuni	14	STR	0
Iceland	2018	Chicken	NA	Campylobacter	jejuni	14	ERY	0
Iceland	2018	Chicken	NA	Campylobacter	jejuni	14	TET	0
Norway	2018	Chicken	NA	Campylobacter	jejuni	85	GEN	0
Norway	2018	Chicken	NA	Campylobacter	jejuni	85	ERY	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	GEN	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	STR	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	NAL	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	CIP	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	ERY	0
North_Macedonia	2018	Chicken	NA	Campylobacter	jejuni	1	TET	0
Switzerland	2018	Chicken	NA	Campylobacter	jejuni	138	GEN	0
Portugal	2018	Pig	Killed_Animal	Campylobacter	coli	1	GEN	0
Portugal	2018	Pig	Killed_Animal	Campylobacter	coli	1	ERY	0
Austria	2018	Turkey	NA	Campylobacter	coli	54	GEN	0
Austria	2018	Turkey	NA	Campylobacter	coli	54	ERY	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	1	GEN	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	1	TET	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	1	GEN	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	1	STR	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	1	ERY	0
Germany	2018	Chicken	Killed_Animal	Campylobacter	coli	16	GEN	0
Portugal	2018	Chicken	Killed_Animal	Campylobacter	coli	2	GEN	0
Portugal	2018	Chicken	Killed_Animal	Campylobacter	coli	2	STR	0
Romania	2018	Chicken	Killed_Animal	Campylobacter	coli	13	GEN	0
Romania	2018	Chicken	Killed_Animal	Campylobacter	coli	13	STR	0
Romania	2018	Chicken	Killed_Animal	Campylobacter	coli	13	ERY	0
Total	2018	Chicken	Killed_Animal	Campylobacter	coli	31	GEN	0
Germany	2018	Chicken	Meat	Campylobacter	coli	34	GEN	0
Luxembourg	2018	Chicken	Meat	Campylobacter	coli	2	GEN	0
